"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2014"	"2014"	242	109664	220.7	192.9	248.5	14.2
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2015"	"2015"	268	110714	242.1	213.1	271.0	14.8
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2016"	"2016"	234	111627	209.6	182.8	236.5	13.7
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2017"	"2017"	234	112549	207.9	181.3	234.5	13.6
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2018"	"2018"	227	113459	200.1	174.0	226.1	13.3
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2010"	"2010"	310	96317	321.9	286.0	357.7	18.3
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2011"	"2011"	311	95989	324.0	288.0	360.0	18.4
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2012"	"2012"	314	96177	326.5	290.4	362.6	18.4
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2013"	"2013"	347	95821	362.1	324.0	400.2	19.4
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2014"	"2014"	357	96063	371.6	333.1	410.2	19.7
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2015"	"2015"	341	96504	353.4	315.8	390.9	19.1
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2016"	"2016"	356	96560	368.7	330.4	407.0	19.5
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2017"	"2017"	378	97613	387.2	348.2	426.3	19.9
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2018"	"2018"	380	97927	388.0	349.0	427.1	19.9
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2010"	"2010"	227	175511	129.3	112.5	146.2	8.6
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2011"	"2011"	199	181840	109.4	94.2	124.6	7.8
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2012"	"2012"	222	187928	118.1	102.6	133.7	7.9
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2013"	"2013"	230	195405	117.7	102.5	132.9	7.8
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2014"	"2014"	285	204302	139.5	123.3	155.7	8.3
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2015"	"2015"	312	212438	146.9	130.6	163.2	8.3
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2016"	"2016"	342	221009	154.7	138.3	171.1	8.4
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2017"	"2017"	289	227967	126.8	112.2	141.4	7.5
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2018"	"2018"	320	236612	135.2	120.4	150.1	7.6
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2010"	"2010"	93	22084	421.1	339.9	515.9	43.7
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2011"	"2011"	86	21864	393.3	314.6	485.8	42.4
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2012"	"2012"	85	21894	388.2	310.1	480.1	42.1
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2013"	"2013"	84	22009	381.7	304.4	472.5	41.6
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2014"	"2014"	94	22264	422.2	341.2	516.7	43.5
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2015"	"2015"	96	22311	430.3	348.5	525.4	43.9
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2016"	"2016"	90	22320	403.2	324.2	495.6	42.5
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2017"	"2017"	104	22820	455.7	368.2	543.3	44.7
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"2018"	"2018"	115	23023	499.5	408.2	590.8	46.6
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2010"	"2010"	1832	920581	199.0	189.9	208.1	4.6
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2011"	"2011"	1678	949599	176.7	168.3	185.2	4.3
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2012"	"2012"	1681	977773	171.9	163.7	180.1	4.2
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2013"	"2013"	1856	984293	188.6	180.0	197.1	4.4
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	1979	996319	198.6	189.9	207.4	4.5
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2015"	"2015"	1903	1010562	188.3	179.9	196.8	4.3
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2016"	"2016"	1906	1023336	186.3	177.9	194.6	4.3
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2017"	"2017"	1968	1041423	189.0	180.6	197.3	4.3
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2018"	"2018"	1887	1050114	179.7	171.6	187.8	4.1
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2010"	"2010"	78	28292	275.7	217.9	344.1	31.2
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2011"	"2011"	54	28324	190.7	143.2	248.8	25.9
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2012"	"2012"	73	28190	259.0	203.0	325.6	30.3
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2013"	"2013"	76	28579	265.9	209.5	332.9	30.5
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2014"	"2014"	80	28829	277.5	220.0	345.4	31.0
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2015"	"2015"	99	29400	336.7	273.7	410.0	33.8
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2016"	"2016"	108	29733	363.2	294.7	431.7	35.0
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2017"	"2017"	105	30674	342.3	276.8	407.8	33.4
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"2018"	"2018"	102	30816	331.0	266.8	395.2	32.8
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2010"	"2010"	11	3082	Unreliable	178.2	638.6	107.6
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2011"	"2011"	13	3084	Unreliable	224.4	720.8	116.9
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2012"	"2012"	Suppressed	3142	Suppressed	Suppressed	Suppressed	Suppressed
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2013"	"2013"	13	3102	Unreliable	223.1	716.6	116.2
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2014"	"2014"	11	3053	Unreliable	179.9	644.7	108.6
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2015"	"2015"	Suppressed	3065	Suppressed	Suppressed	Suppressed	Suppressed
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2016"	"2016"	19	3006	Unreliable	380.5	987.1	145.0
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2017"	"2017"	15	3062	Unreliable	274.2	808.0	126.5
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"2018"	"2018"	12	2995	Unreliable	207.0	699.9	115.7
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2010"	"2010"	223	79626	280.1	243.3	316.8	18.8
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2011"	"2011"	204	80386	253.8	219.0	288.6	17.8
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2012"	"2012"	218	81022	269.1	233.3	304.8	18.2
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2013"	"2013"	223	81508	273.6	237.7	309.5	18.3
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2014"	"2014"	229	82175	278.7	242.6	314.8	18.4
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2015"	"2015"	243	83579	290.7	254.2	327.3	18.7
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2016"	"2016"	251	84502	297.0	260.3	333.8	18.7
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2017"	"2017"	266	85282	311.9	274.4	349.4	19.1
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2018"	"2018"	267	85219	313.3	275.7	350.9	19.2
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2010"	"2010"	157	55186	284.5	240.0	329.0	22.7
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2011"	"2011"	161	55621	289.5	244.7	334.2	22.8
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2012"	"2012"	155	55766	277.9	234.2	321.7	22.3
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2013"	"2013"	137	55757	245.7	204.6	286.9	21.0
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2014"	"2014"	136	56047	242.7	201.9	283.4	20.8
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2015"	"2015"	166	56574	293.4	248.8	338.1	22.8
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2016"	"2016"	170	56904	298.7	253.8	343.7	22.9
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2017"	"2017"	172	57089	301.3	256.3	346.3	23.0
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"2018"	"2018"	176	57685	305.1	260.0	350.2	23.0
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2010"	"2010"	73	25011	291.9	228.8	367.0	34.2
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2011"	"2011"	62	25255	245.5	188.2	314.7	31.2
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2012"	"2012"	72	25440	283.0	221.4	356.4	33.4
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2013"	"2013"	88	25278	348.1	279.2	428.9	37.1
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2014"	"2014"	86	25359	339.1	271.3	418.8	36.6
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2015"	"2015"	71	25205	281.7	220.0	355.3	33.4
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2016"	"2016"	78	24808	314.4	248.5	392.4	35.6
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2017"	"2017"	82	24819	330.4	262.8	410.1	36.5
	"Georgia"	"13"	"Grady County, GA"	"13131"	"2018"	"2018"	93	24748	375.8	303.3	460.4	39.0
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2010"	"2010"	55	15994	343.9	259.1	447.6	46.4
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2011"	"2011"	48	16031	299.4	220.8	397.0	43.2
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2012"	"2012"	52	16092	323.1	241.3	423.8	44.8
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2013"	"2013"	45	16321	275.7	201.1	368.9	41.1
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2014"	"2014"	53	16490	321.4	240.8	420.4	44.1
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2015"	"2015"	46	16710	275.3	201.5	367.2	40.6
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2016"	"2016"	57	17003	335.2	253.9	434.3	44.4
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2017"	"2017"	76	17281	439.8	346.5	550.5	50.4
	"Georgia"	"13"	"Greene County, GA"	"13133"	"2018"	"2018"	75	17698	423.8	333.3	531.2	48.9
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2010"	"2010"	837	805321	103.9	96.9	111.0	3.6
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2011"	"2011"	895	824941	108.5	101.4	115.6	3.6
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2012"	"2012"	936	842046	111.2	104.0	118.3	3.6
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2013"	"2013"	989	859304	115.1	107.9	122.3	3.7
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2014"	"2014"	1083	877922	123.4	116.0	130.7	3.7
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2015"	"2015"	1122	895823	125.2	117.9	132.6	3.7
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2016"	"2016"	1122	907135	123.7	116.4	130.9	3.7
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2017"	"2017"	1079	920260	117.2	110.3	124.2	3.6
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2018"	"2018"	1200	927781	129.3	122.0	136.7	3.7
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2010"	"2010"	122	43041	283.5	233.2	333.7	25.7
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2011"	"2011"	125	43279	288.8	238.2	339.5	25.8
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2012"	"2012"	100	43520	229.8	184.7	274.8	23.0
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2013"	"2013"	111	43300	256.4	208.7	304.0	24.3
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2014"	"2014"	106	43752	242.3	196.2	288.4	23.5
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2015"	"2015"	97	43996	220.5	178.8	269.0	22.4
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2016"	"2016"	131	44246	296.1	245.4	346.8	25.9
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2017"	"2017"	130	44567	291.7	241.6	341.8	25.6
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"2018"	"2018"	120	45388	264.4	217.1	311.7	24.1
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2010"	"2010"	360	179684	200.4	179.7	221.0	10.6
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2011"	"2011"	339	183052	185.2	165.5	204.9	10.1
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2012"	"2012"	360	185416	194.2	174.1	214.2	10.2
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2013"	"2013"	328	187745	174.7	155.8	193.6	9.6
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2014"	"2014"	396	190761	207.6	187.1	228.0	10.4
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2015"	"2015"	419	193535	216.5	195.8	237.2	10.6
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2016"	"2016"	388	196637	197.3	177.7	217.0	10.0
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2017"	"2017"	430	199335	215.7	195.3	236.1	10.4
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2018"	"2018"	445	202148	220.1	199.7	240.6	10.4
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2010"	"2010"	23	9429	243.9	154.6	366.0	50.9
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2011"	"2011"	35	9400	372.3	259.4	517.8	62.9
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2012"	"2012"	22	8996	244.6	153.3	370.3	52.1
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2013"	"2013"	31	8879	349.1	237.2	495.6	62.7
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2014"	"2014"	29	8509	340.8	228.3	489.5	63.3
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2015"	"2015"	41	8551	479.5	344.1	650.5	74.9
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2016"	"2016"	40	8640	463.0	330.7	630.4	73.2
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2017"	"2017"	28	8561	327.1	217.3	472.7	61.8
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"2018"	"2018"	32	8348	383.3	262.2	541.1	67.8
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2010"	"2010"	115	28780	399.6	326.6	472.6	37.3
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2011"	"2011"	106	28638	370.1	299.7	440.6	36.0
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2012"	"2012"	90	28400	316.9	254.8	389.5	33.4
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2013"	"2013"	93	28495	326.4	263.4	399.8	33.8
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2014"	"2014"	84	28641	293.3	233.9	363.1	32.0
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2015"	"2015"	114	28854	395.1	322.6	467.6	37.0
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2016"	"2016"	120	29042	413.2	339.3	487.1	37.7
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2017"	"2017"	117	29256	399.9	327.5	472.4	37.0
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"2018"	"2018"	108	29533	365.7	296.7	434.7	35.2
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2010"	"2010"	71	32024	221.7	173.2	279.7	26.3
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2011"	"2011"	57	32265	176.7	133.8	228.9	23.4
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2012"	"2012"	72	32550	221.2	173.1	278.6	26.1
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2013"	"2013"	84	32663	257.2	205.1	318.4	28.1
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2014"	"2014"	83	32876	252.5	201.1	313.0	27.7
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2015"	"2015"	81	33381	242.7	192.7	301.6	27.0
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2016"	"2016"	94	33652	279.3	225.7	341.8	28.8
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2017"	"2017"	103	33915	303.7	245.0	362.4	29.9
	"Georgia"	"13"	"Harris County, GA"	"13145"	"2018"	"2018"	90	34475	261.1	209.9	320.9	27.5
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2010"	"2010"	83	25213	329.2	262.2	408.1	36.1
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2011"	"2011"	97	25305	383.3	310.8	467.6	38.9
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2012"	"2012"	75	25518	293.9	231.2	368.4	33.9
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2013"	"2013"	83	25446	326.2	259.8	404.4	35.8
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2014"	"2014"	80	25377	315.2	250.0	392.4	35.2
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2015"	"2015"	108	25534	423.0	343.2	502.7	40.7
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2016"	"2016"	103	25553	403.1	325.2	480.9	39.7
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2017"	"2017"	81	25794	314.0	249.4	390.3	34.9
	"Georgia"	"13"	"Hart County, GA"	"13147"	"2018"	"2018"	92	26099	352.5	284.2	432.3	36.8
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2010"	"2010"	22	11834	185.9	116.5	281.5	39.6
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2011"	"2011"	33	11744	281.0	193.4	394.6	48.9
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2012"	"2012"	31	11633	266.5	181.1	378.3	47.9
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2013"	"2013"	31	11558	268.2	182.2	380.7	48.2
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2014"	"2014"	26	11603	224.1	146.4	328.3	43.9
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2015"	"2015"	37	11539	320.7	225.8	442.0	52.7
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2016"	"2016"	48	11487	417.9	308.1	554.0	60.3
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2017"	"2017"	37	11730	315.4	222.1	434.8	51.9
	"Georgia"	"13"	"Heard County, GA"	"13149"	"2018"	"2018"	40	11879	336.7	240.6	458.5	53.2
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2010"	"2010"	289	203922	141.7	125.4	158.1	8.3
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2011"	"2011"	350	207360	168.8	151.1	186.5	9.0
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2012"	"2012"	360	209053	172.2	154.4	190.0	9.1
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2013"	"2013"	350	211128	165.8	148.4	183.1	8.9
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2014"	"2014"	382	213869	178.6	160.7	196.5	9.1
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2015"	"2015"	420	217739	192.9	174.4	211.3	9.4
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2016"	"2016"	391	221768	176.3	158.8	193.8	8.9
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2017"	"2017"	450	225813	199.3	180.9	217.7	9.4
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2018"	"2018"	476	230220	206.8	188.2	225.3	9.5
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2010"	"2010"	275	139900	196.6	173.3	219.8	11.9
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2011"	"2011"	290	143925	201.5	178.3	224.7	11.8
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2012"	"2012"	250	146136	171.1	149.9	192.3	10.8
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2013"	"2013"	285	147658	193.0	170.6	215.4	11.4
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2014"	"2014"	308	149111	206.6	183.5	229.6	11.8
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2015"	"2015"	346	150033	230.6	206.3	254.9	12.4
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2016"	"2016"	362	152122	238.0	213.5	262.5	12.5
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2017"	"2017"	392	153479	255.4	230.1	280.7	12.9
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2018"	"2018"	377	155469	242.5	218.0	267.0	12.5
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2010"	"2010"	33	9538	346.0	238.2	485.9	60.2
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2011"	"2011"	25	9679	258.3	167.2	381.3	51.7
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2012"	"2012"	31	9600	322.9	219.4	458.4	58.0
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2013"	"2013"	30	9427	318.2	214.7	454.3	58.1
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2014"	"2014"	31	9104	340.5	231.4	483.3	61.2
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2015"	"2015"	36	9245	389.4	272.7	539.1	64.9
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2016"	"2016"	33	9422	350.2	241.1	491.9	61.0
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2017"	"2017"	39	9410	414.5	294.7	566.6	66.4
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"2018"	"2018"	32	9398	340.5	232.9	480.7	60.2
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2010"	"2010"	147	60485	243.0	203.7	282.3	20.0
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2011"	"2011"	145	61257	236.7	198.2	275.2	19.7
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2012"	"2012"	156	60571	257.5	217.1	298.0	20.6
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2013"	"2013"	160	61044	262.1	221.5	302.7	20.7
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2014"	"2014"	139	61870	224.7	187.3	262.0	19.1
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2015"	"2015"	177	63360	279.4	238.2	320.5	21.0
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2016"	"2016"	192	64615	297.1	255.1	339.2	21.4
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2017"	"2017"	166	67519	245.9	208.5	283.3	19.1
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"2018"	"2018"	176	70422	249.9	213.0	286.8	18.8
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2010"	"2010"	33	13900	237.4	163.4	333.4	41.3
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2011"	"2011"	39	13885	280.9	199.7	384.0	45.0
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2012"	"2012"	36	13630	264.1	185.0	365.7	44.0
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2013"	"2013"	29	13601	213.2	142.8	306.2	39.6
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2014"	"2014"	46	13432	342.5	250.7	456.8	50.5
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2015"	"2015"	46	13635	337.4	247.0	450.0	49.7
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2016"	"2016"	37	13654	271.0	190.8	373.5	44.5
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2017"	"2017"	45	13964	322.3	235.1	431.2	48.0
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"2018"	"2018"	51	14040	363.2	270.5	477.6	50.9
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2010"	"2010"	45	15068	298.6	217.8	399.6	44.5
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2011"	"2011"	40	15162	263.8	188.5	359.2	41.7
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2012"	"2012"	53	15156	349.7	261.9	457.4	48.0
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2013"	"2013"	76	15004	506.5	399.1	634.0	58.1
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2014"	"2014"	55	14859	370.1	278.8	481.8	49.9
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2015"	"2015"	77	14920	516.1	407.3	645.0	58.8
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2016"	"2016"	66	14877	443.6	343.1	564.4	54.6
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2017"	"2017"	59	15025	392.7	298.9	506.5	51.1
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"2018"	"2018"	48	15029	319.4	235.5	423.5	46.1
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2010"	"2010"	71	16930	419.4	327.5	529.0	49.8
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2011"	"2011"	59	16675	353.8	269.3	456.4	46.1
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2012"	"2012"	78	16432	474.7	375.2	592.4	53.7
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2013"	"2013"	57	16320	349.3	264.5	452.5	46.3
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2014"	"2014"	70	16272	430.2	335.4	543.5	51.4
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2015"	"2015"	79	16106	490.5	388.3	611.3	55.2
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2016"	"2016"	56	15916	351.8	265.8	456.9	47.0
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2017"	"2017"	68	15648	434.6	337.5	550.9	52.7
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"2018"	"2018"	77	15430	499.0	393.8	623.7	56.9
	"Georgia"	"13"	"Jenkins County, GA"	"13165"	"2010"	"2010"	21	8340	251.8	155.9	384.9	54.9
	"Georgia"	"13"	"Jenkins County, GA"	"13165"	"2011"	"2011"	30	8148	368.2	248.4	525.6	67.2
	"Georgia"	"13"	"Jenkins County, GA"	"13165"	"2012"	"2012"	38	9213	412.5	291.9	566.1	66.9
	"Georgia"	"13"	"Jenkins County, GA"	"13165"	"2013"	"2013"	39	9269	420.8	299.2	575.2	67.4
